paragrafnummer,token,msd,lemma,lex,sense,complemgram,compwf,sentimentclass,ref,dephead,deprel
92,ska,VB.PRS.AKT,|skola|,|skola..vb.2|,|skola..4:-1.000|,|,|,0,02,0,ROOT
92,lämna,VB.INF.AKT,|lämna|lämna tillbaka|,|lämna..vb.1|lämna_tillbaka..vbm.1|,|lämna..2:0.520|lämna..1:0.480|lämna_tillbaka..1:-1.000|,|,|,0,03,02,VG
92,tillbaka,PL,|tillbaka|lämna tillbaka:03|,|tillbaka..ab.1|lämna_tillbaka..vbm.1:03|,|tillbaka..1:-1.000|lämna_tillbaka..1:03:-1.000|,|,|,,04,03,PL
92,böckerna,NN.UTR.PLU.DEF.NOM,|bok|,|bok..nn.1|,|bok..1:-1.000|,|,|,0,05,03,OO
92,till,PP,|till|,|till..pp.1|,|till..1:-1.000|,|,|,,06,03,OP
92,biblioteket,NN.NEU.SIN.DEF.NOM,|bibliotek|,|bibliotek..nn.1|,|bibliotek..1:-1.000|,|,|,0,07,06,HD
92,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,08,03,TA
92,vägen,NN.UTR.SIN.DEF.NOM,|väg|,|väg..nn.1|,|väg..2:0.902|väg..1:0.098|,|,|,0,09,08,HD
92,hem,AB,|hem|,|hem..ab.1|,|hem..2:-1.000|,|,|,,10,08,HD
92,.,MAD,|,|,|,|,|,,11,02,IP
93,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,01,02,FS
93,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,02,0,ROOT
93,vanligt,JJ.POS.NEU.SIN.IND.NOM,|vanlig|,|vanlig..av.1|,|vanlig..1:-1.000|,|,|,0,03,02,SP
93,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,04,02,ES
93,det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,05,06,SS
93,regnar,VB.PRS.AKT,|regna|,|regna..vb.1|,|regna..1:0.956|regna..2:0.044|,|,|,,06,04,UA
93,mycket,AB.POS,|mycket|,|mycket..ab.1|,|mycket..1:0.953|mycket..2:0.047|,|,|,,07,08,CA
93,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,08,06,TA
93,april,NN.UTR.SIN.IND.NOM,|april|,|april..nn.1|,|april..1:-1.000|,|,|,0,09,08,PA
93,.,MAD,|,|,|,|,|,,10,02,IP
94,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,01,02,SS
94,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.825|ha..3:0.175|,|,|,0,02,0,ROOT
94,tänkt,VB.SUP.AKT,|tänka|,|tänka..vb.1|,|tänka..1:-1.000|,|,|,0,03,02,VG
94,börja,VB.INF.AKT,|börja|,|börja..vb.1|börja..vb.2|,|börja..2:0.708|börja..1:0.292|,|,|,0,04,03,VG
94,lära,VB.INF.AKT,|lära|lära sig|,|lära..vb.1|lära_sig..vbm.1|,|lära..3:0.787|lära..1:0.213|lära_sig..1:-1.000|,|,|,0,05,04,OO
94,mig,PN.UTR.SIN.DEF.OBJ,|jag|lära sig:05|,|jag..pn.1|lära_sig..vbm.1:05|,|jag..1:-1.000|lära_sig..1:05:-1.000|,|,|,,06,05,IO
94,ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,07,09,DT
94,nytt,JJ.POS.NEU.SIN.IND.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,0,08,09,AT
94,språk,NN.NEU.SIN.IND.NOM,|språk|,|språk..nn.1|,|språk..1:-1.000|,|,|,0,09,05,OO
94,.,MAD,|,|,|,|,|,,10,02,IP
95,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS
95,brukar,VB.PRS.AKT,|bruka|,|bruka..vb.1|,|bruka..2:0.730|bruka..3:0.167|bruka..1:0.102|,|,|,0,2,0,ROOT
95,ta,VB.INF.AKT,|ta|,|ta..vb.1|,|ta..2:0.496|ta..1:0.292|ta..3:0.162|ta..4:0.051|,|,|,0,3,2,OO
95,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,4,5,DT
95,promenad,NN.UTR.SIN.IND.NOM,|promenad|,|promenad..nn.1|,|promenad..1:-1.000|,|,|,,5,3,OO
95,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,6,5,ET
95,lunchen,NN.UTR.SIN.DEF.NOM,|lunch|,|lunch..nn.1|,|lunch..1:-1.000|,|,|,,7,6,PA
95,.,MAD,|,|,|,|,|,,8,2,IP
96,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS
96,ska,VB.PRS.AKT,|skola|,|skola..vb.2|,|skola..4:-1.000|,|,|,0,2,0,ROOT
96,kolla,VB.INF.AKT,|kolla|,|kolla..vb.1|kolla..vb.2|,|kolla..2:0.890|kolla..1:0.110|,|koll..nn.2+lägga..vb.1:4.338e-11|koll..nn.1+lägga..vb.1:4.338e-11|kol..nn.1+lägga..vb.1:2.924e-12|kola_2..vb.1+lägga..vb.1:2.273e-21|kola..vb.1+lägga..vb.1:2.273e-21|,|koll+la|kol+la|,,3,2,VG
96,vädret,NN.NEU.SIN.DEF.NOM,|väder|,|väder..nn.1|,|väder..1:0.868|väder..2:0.081|väder..3:0.052|,|,|,0,4,3,OO
96,inför,PP,|inför|,|inför..pp.1|,|inför..1:-1.000|,|,|,,5,4,ET
96,helgen,NN.UTR.SIN.DEF.NOM,|helg|,|helg..nn.1|,|helg..1:-1.000|,|hel..av.1+gen..nn.1:3.432e-11|hela..nn.1+gen..nn.1:2.184e-13|hela..vb.1+gen..nn.1:7.208e-21|,|hel+gen|,0,6,5,PA
96,.,MAD,|,|,|,|,|,,7,2,IP
97,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS
97,funderar,VB.PRS.AKT,|fundera|,|fundera..vb.1|,|fundera..1:-1.000|,|,|,0,2,0,ROOT
97,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,3,2,AA
97,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,4,3,PA
97,börja,VB.INF.AKT,|börja|,|börja..vb.1|börja..vb.2|,|börja..2:0.768|börja..1:0.232|,|,|,0,5,4,IF
97,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,6,5,OA
97,yoga,NN.UTR.SIN.IND.NOM,|yoga|,|yoga..nn.1|,|yoga..1:-1.000|,|,|,,7,6,PA
97,.,MAD,|,|,|,|,|,,8,2,IP
98,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,01,02,SS
98,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,02,0,ROOT
98,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,03,05,DT
98,ny,JJ.POS.UTR.SIN.IND.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,0,04,05,AT
98,kafé,NN.NEU.SIN.IND.NOM,|kafé|,|kafé..nn.1|,|kafé..1:-1.000|,|,|,,05,02,SP
98,som,HP.-.-.-,|,|,|,|,|,,06,07,SS
98,öppnat,VB.SUP.AKT,|öppna|,|öppna..vb.1|,|öppna..1:0.822|öppna..2:0.178|,|,|,0,07,05,ET
98,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,08,07,RA
98,grannskapet,NN.NEU.SIN.DEF.NOM,|grannskap|,|grannskap..nn.1|,|grannskap..1:-1.000|,|grann..nn.1+skap..nn.1:1.311e-12|granne..nn.1+skap..nn.1:1.311e-12|grann..av.1+skap..nn.1:4.873e-15|,|grann+skapet|grann+ska+pet|,,09,08,PA
98,.,MAD,|,|,|,|,|,,10,02,IP
99,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS
99,ska,VB.PRS.AKT,|skola|,|skola..vb.2|,|skola..4:-1.000|,|,|,0,2,0,ROOT
99,ordna,VB.INF.AKT,|ordna|,|ordna..vb.1|,|ordna..1:0.884|ordna..2:0.116|,|,|,0,3,2,VG
99,med,PL,|med|,|med..ab.1|,|med..4:-1.000|,|,|,,4,3,PL
99,försäkringen,NN.UTR.SIN.DEF.NOM,|försäkring|,|försäkring..nn.1|,|försäkring..1:-1.000|,|föra..vb.1+säkring..nn.1:7.466e-14|för..nn.1+säkring..nn.1:1.555e-16|,|för+säkringen|,0,5,3,OO
99,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,6,5,ET
99,bilen,NN.UTR.SIN.DEF.NOM,|bil|,|bil..nn.1|,|bil..1:-1.000|,|bi..nn.1+l..nn.1:9.238e-20|bi..av.1+l..nn.1:2.855e-28|,|bi+len|,0,7,6,PA
99,.,MAD,|,|,|,|,|,,8,2,IP
100,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS
100,tänker,VB.PRS.AKT,|tänka|,|tänka..vb.1|,|tänka..1:-1.000|,|,|,0,2,0,ROOT
100,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,3,2,OA
100,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,4,3,PA
100,byta,VB.INF.AKT,|byta|,|byta..vb.1|,|byta..1:-1.000|,|by..nn.1+ta..vb.1:1.923e-10|,|by+ta|,0,5,4,IF
100,jobb,NN.NEU.SIN.IND.NOM,|jobb|,|jobb..nn.1|,|jobb..1:0.978|jobb..2:0.022|,|,|,0,6,5,OO
100,nästa,JJ.POS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|nästa|,|nästa..av.1|,|nästa..1:-1.000|,|,|,0,7,8,DT
100,år,NN.NEU.SIN.IND.NOM,|år|,|år..nn.1|,|år..1:-1.000|,|,|,0,8,5,TA
100,.,MAD,|,|,|,|,|,,9,2,IP
101,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS
101,missade,VB.PRT.AKT,|missa|,|missa..vb.1|,|missa..1:-1.000|,|misse..nn.1+säga..vb.1:7.056e-12|miss..nn.1+säga..vb.1:7.056e-12|miss..nn.2+säga..vb.1:7.056e-12|missa..vb.1+säga..vb.1:3.376e-21|,|miss+sade|,-1,2,4,MS
101,bussen,NN.UTR.SIN.DEF.NOM,|buss|,|buss..nn.1|,|buss..1:0.992|buss..2:0.004|buss..3:0.004|,|buss..nn.1+s..nn.1:8.535e-19|buse..nn.1+s..nn.1:2.049e-19|bus..nn.1+s..nn.1:2.049e-19|buss..av.1+s..nn.1:2.855e-28|busa..vb.1+s..nn.1:1.087e-28|bussa..vb.1+s..nn.1:1.087e-28|,|buss+sen|bus+sen|,0,3,2,OO
101,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,4,0,ROOT
101,måste,VB.PRS.AKT,|måste|,|måste..vb.1|,|måste..1:-1.000|,|,|,0,5,4,+F
101,vänta,VB.INF.AKT,|vänta|,|vänta..vb.1|,|vänta..1:0.994|vänta..2:0.006|,|vän..nn.1+ta..vb.1:8.584e-10|vän..av.1+ta..vb.1:7.377e-12|,|vän+ta|,0,6,5,VG
101,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,7,6,OA
101,nästa,JJ.POS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|nästa|,|nästa..av.1|,|nästa..1:-1.000|,|,|,0,8,7,PA
101,.,MAD,|,|,|,|,|,,9,4,IP
102,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,01,02,SS
102,regnar,VB.PRS.AKT,|regna|,|regna..vb.1|,|regna..1:0.943|regna..2:0.057|,|,|,,02,05,MS
102,igen,PL,|igen|,|igen..ab.1|igen..ab.2|,|igen..1:0.962|igen..2:0.038|,|,|,,03,02,PL
102,",",MID,|,|,|,|,|,,04,02,IK
102,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,05,0,ROOT
102,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,06,07,SS
102,glömde,VB.PRT.AKT,|glömma|,|glömma..vb.1|,|glömma..1:0.989|glömma..2:0.011|,|,|,0,07,05,MS
102,mitt,PS.NEU.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,08,09,DT
102,paraply,NN.NEU.SIN.IND.NOM,|paraply|,|paraply..nn.1|,|paraply..1:-1.000|,|par..nn.1+apa..nn.1+ly..nn.1:2.232e-18|para..vb.1+apa..nn.1+ly..nn.1:5.784e-29|,|par+ap+ly|,,09,07,OO
102,.,MAD,|,|,|,|,|,,10,05,IP
103,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,01,02,SS
103,känner,VB.PRS.AKT,|känna|känna sig|,|känna..vb.1|känna..vb.2|känna_sig..vbm.1|,|känna..1:0.464|känna..2:0.412|känna..4:0.097|känna..3:0.027|känna_sig..1:-1.000|,|,|,0,02,0,ROOT
103,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:02|,|jag..pn.1|känna_sig..vbm.1:02|,|jag..1:-1.000|känna_sig..1:02:-1.000|,|,|,,03,02,OO
103,stressad,PC.PRF.UTR.SIN.IND.NOM,|stressad|,|stressad..av.1|,|stressad..1:-1.000|,|,|,-1,04,02,OP
103,över,PP,|över|,|över..pp.1|,|över..1:-1.000|över..2:-1.000|,|,|,,05,02,OA
103,allt,DT.NEU.SIN.IND+DEF,|all|,|all..pn.1|,|all..1:-1.000|,|,|,,06,07,DT
103,arbete,NN.NEU.SIN.IND.NOM,|arbete|,|arbete..nn.1|,|arbete..1:0.716|arbete..2:0.284|,|ar..nn.1+bete..nn.2:5.704e-11|ar..nn.1+bete..nn.1:5.704e-11|,|ar+bete|,0,07,05,PA
103,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,08,09,SS
103,har,VB.PRS.AKT,|ha|ha att göra|,|ha..vb.1|ha_att_göra..vbm.1|,|ha..1:0.788|ha..3:0.212|ha_att_göra..1:-1.000|ha_att_göra..2:-1.000|,|,|,0,09,07,ET
103,att,IE,|att|ha att göra:09|,|att..sn.1|ha_att_göra..vbm.1:09|,|att..1:-1.000|ha_att_göra..1:09:-1.000|ha_att_göra..2:09:-1.000|,|,|,,10,09,OO
103,göra,VB.INF.AKT,|göra|ha att göra:09|,|göra..vb.1|ha_att_göra..vbm.1:09|,|göra..1:0.806|göra..2:0.136|göra..3:0.059|ha_att_göra..1:09:-1.000|ha_att_göra..2:09:-1.000|,|,|,0,11,10,IF
103,.,MAD,|,|,|,|,|,,12,02,IP
104,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,01,02,SS
104,råkade,VB.PRT.AKT,|råka|,|råka..vb.1|,|råka..2:0.563|råka..1:0.437|,|,|,0,02,07,MS
104,tappa,VB.INF.AKT,|tappa|,|tappa..vb.1|,|tappa..1:0.655|tappa..3:0.322|tappa..2:0.023|,|,|,-1,03,02,VG
104,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,04,05,DT
104,telefon,NN.UTR.SIN.IND.NOM,|telefon|,|telefon..nn.1|,|telefon..1:-1.000|,|tele..sxc.1+fon..nn.1:6.604e-14|te..nn.1+le..vb.1+fon..nn.1:1.521e-21|te..nn.1+le..av.1+fon..nn.1:1.436e-28|,|tele+fon|te+le+fon|,0,05,03,OO
104,",",MID,|,|,|,|,|,,06,07,IK
104,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,07,0,ROOT
104,nu,AB,|nu|,|nu..ab.1|,|nu..1:-1.000|,|,|,,08,09,TA
104,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,09,07,MS
104,skärmen,NN.UTR.SIN.DEF.NOM,|skärm|,|skärm..nn.1|,|skärm..2:0.724|skärm..1:0.276|,|skär..nn.1+men..nn.2:2.786e-12|skär..nn.1+m..nn.1:2.786e-12|skära..nn.1+m..nn.1:2.786e-12|skär..nn.1+men..nn.1:2.786e-12|skära..nn.1+men..nn.2:2.786e-12|skära..nn.1+men..nn.1:2.786e-12|skära..vb.1+men..nn.1:1.235e-12|skära..vb.1+men..nn.2:1.235e-12|skära..vb.2+men..nn.1:1.235e-12|skära..vb.2+men..nn.2:1.235e-12|skära..vb.1+m..nn.1:1.235e-12|skära..vb.2+m..nn.1:1.235e-12|skär..av.1+men..nn.1:1.190e-12|skär..av.1+men..nn.2:1.190e-12|skär..av.1+m..nn.1:1.190e-12|,|skär+men|,,10,09,SS
104,sprucken,PC.PRF.UTR.SIN.IND.NOM,|spricka|sprucken|,|spricka..vb.1|sprucken..av.1|,|spricka..1:1.000|sprucken..1:0.000|,|,|,,11,09,SP
104,.,MAD,|,|,|,|,|,,12,07,IP
105,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS
105,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,2,0,ROOT
105,besviken,JJ.POS.UTR.SIN.IND.NOM,|besviken|,|besviken..av.1|,|besviken..1:-1.000|,|,|,-1,3,2,SP
105,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,4,2,OA
105,hur,HA,|hur|,|hur..ab.1|,|hur..1:-1.000|,|,|,,5,7,AA
105,filmen,NN.UTR.SIN.DEF.NOM,|film|,|film..nn.1|,|film..1:0.630|film..2:0.289|film..3:0.081|,|fil..nn.2+men..nn.2:3.986e-11|fil..nn.1+men..nn.2:3.986e-11|fil..nn.1+m..nn.1:3.986e-11|fil..nn.2+m..nn.1:3.986e-11|fil..nn.1+men..nn.1:3.986e-11|fil..nn.3+m..nn.1:3.986e-11|fil..nn.3+men..nn.2:3.986e-11|fil..nn.3+men..nn.1:3.986e-11|fil..nn.2+men..nn.1:3.986e-11|fila..vb.1+men..nn.1:1.027e-20|fila..vb.1+m..nn.1:1.027e-20|fila..vb.1+men..nn.2:1.027e-20|,|fil+men|,0,6,7,SS
105,slutade,VB.PRT.AKT,|sluta|,|sluta..vb.1|sluta..vb.2|,|sluta..5:0.675|sluta..1:0.325|,|,|,0,7,4,PA
105,.,MAD,|,|,|,|,|,,8,2,IP
106,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS
106,vaknade,VB.PRT.AKT,|vakna|,|vakna..vb.1|,|vakna..1:-1.000|,|,|,0,2,0,ROOT
106,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,3,2,+A
106,huvudvärk,NN.UTR.SIN.IND.NOM,|huvudvärk|,|huvudvärk..nn.1|,|huvudvärk..1:-1.000|,|huvud..nn.1+värk..nn.1:4.048e-10|,|huvud+värk|,,4,3,HD
106,denna,DT.UTR.SIN.DEF,|denna|,|denna..pn.1|,|denna..1:-1.000|,|,|,,5,6,DT
106,morgon,NN.UTR.SIN.IND.NOM,|morgon|,|morgon..nn.1|,|morgon..1:-1.000|,|mor..nn.2+gon..nn.1:9.321e-12|mora..nn.1+gon..nn.1:9.321e-12|mor..nn.1+gon..nn.1:9.321e-12|,|mor+gon|,0,6,2,OO
106,.,MAD,|,|,|,|,|,,7,2,IP
107,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,01,02,SS
107,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,02,0,ROOT
107,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,03,05,DT
107,lång,JJ.POS.UTR.SIN.IND.NOM,|lång|,|lång..av.1|,|lång..1:-1.000|,|,|,0,04,05,AT
107,kö,NN.UTR.SIN.IND.NOM,|kö|,|kö..nn.1|,|kö..1:0.980|kö..3:0.017|kö..2:0.003|,|,|,0,05,02,SP
107,vid,PP,|vid|,|vid..pp.1|,|vid..1:-1.000|,|,|,,06,05,ET
107,kassan,NN.UTR.SIN.DEF.NOM,|kassa|,|kassa..nn.1|kassa..nn.2|,|kassa..2:0.774|kassa..1:0.226|,|,|,0,07,06,PA
107,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,08,07,ET
107,affären,NN.UTR.SIN.DEF.NOM,|affär|,|affär..nn.1|,|affär..2:0.555|affär..1:0.344|affär..3:0.052|affär..4:0.050|,|af..pm.1+fä..nn.1+r..nn.1:6.224e-26|af..pm.1+fä..nn.1+ren..nn.1:6.224e-26|,|af+fä+ren|,0,09,08,PA
107,idag,AB,|idag|,|idag..ab.1|,|i_dag..1:-1.000|i_dag..2:-1.000|,|,|,,10,02,TA
107,.,MAD,|,|,|,|,|,,11,02,IP
108,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS
108,känner,VB.PRS.AKT,|känna|känna sig|,|känna..vb.1|känna..vb.2|känna_sig..vbm.1|,|känna..1:0.466|känna..2:0.416|känna..4:0.095|känna..3:0.023|känna_sig..1:-1.000|,|,|,0,2,0,ROOT
108,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:2|,|jag..pn.1|känna_sig..vbm.1:2|,|jag..1:-1.000|känna_sig..1:2:-1.000|,|,|,,3,2,OO
108,ensam,JJ.POS.UTR.SIN.IND.NOM,|ensam|,|ensam..av.1|,|ensam..1:-1.000|,|,|,0,4,2,OP
108,ibland,AB,|ibland|,|ibland..ab.1|,|ibland..1:-1.000|,|,|,,5,2,TA
108,.,MAD,|,|,|,|,|,,6,2,IP
109,Maten,NN.UTR.SIN.DEF.NOM,|mat|,|mat..nn.1|,|mat..1:-1.000|,|,|,0,01,04,SS
109,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,02,03,SS
109,beställde,VB.PRT.AKT,|beställa|,|beställa..vb.1|beställa..vb.2|,|beställa..1:0.906|beställa..2:0.094|,|,|,,03,0,ROOT
109,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,04,03,OO
109,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,05,04,NA
109,alls,AB,|alls|,|alls..ab.1|,|alls..1:-1.000|,|,|,,06,04,+F
109,som,HA,|som|,|som..ab.1|,|som..3:-1.000|,|,|,,07,06,KA
109,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,08,09,SS
109,förväntade,VB.PRT.AKT,|förvänta|förvänta sig|,|förvänta..vb.1|förvänta_sig..vbm.1|,|förvänta..1:-1.000|,|föra..vb.1+vänta..vb.1:1.131e-13|för..nn.1+vänta..vb.1:1.406e-16|,|för+väntade|,0,09,07,UA
109,mig,PN.UTR.SIN.DEF.OBJ,|jag|förvänta sig:09|,|jag..pn.1|förvänta_sig..vbm.1:09|,|jag..1:-1.000|förvänta..1:09:-1.000|,|,|,,10,09,OO
109,.,MAD,|,|,|,|,|,,11,03,IP
110,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,01,02,SS
110,glömde,VB.PRT.AKT,|glömma|,|glömma..vb.1|,|glömma..1:0.993|glömma..2:0.007|,|,|,0,02,0,ROOT
110,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,03,04,DT
110,plånbok,NN.UTR.SIN.IND.NOM,|plånbok|,|plånbok..nn.1|,|plånbok..1:-1.000|,|plån..nn.1+bok..nn.1:9.214e-13|plån..nn.1+bok..nn.2:9.214e-13|,|plån+bok|,,04,02,OO
110,hemma,AB,|hemma|,|hemma..ab.1|,|hemma..1:-1.000|,|,|,,05,08,CA
110,när,HA,|när|,|när..ab.1|,|när..1:0.862|nära..1:0.138|,|,|,,06,08,TA
110,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,07,08,SS
110,gick,VB.PRT.AKT,|gå|gå ut|,|gå..vb.1|gå_ut..vbm.1|,|gå..7:0.458|gå..2:0.228|gå..1:0.198|gå..8:0.042|gå..6:0.023|gå..11:0.018|gå..5:0.009|gå..4:0.008|gå..10:0.007|gå..3:0.005|gå..9:0.005|gå_ut..1:-1.000|gå_ut..2:-1.000|gå_ut..3:-1.000|gå_ut..4:-1.000|gå_ut..5:-1.000|gå_ut..6:-1.000|,|,|,1,08,02,TA
110,ut,PL,|ut|gå ut:08|,|ut..ab.1|gå_ut..vbm.1:08|,|ut..2:0.861|ut..1:0.139|gå_ut..1:08:-1.000|gå_ut..2:08:-1.000|gå_ut..3:08:-1.000|gå_ut..4:08:-1.000|gå_ut..5:08:-1.000|gå_ut..6:08:-1.000|,|,|,,09,08,PL
110,.,MAD,|,|,|,|,|,,10,02,IP
111,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,01,02,SS
111,försov,VB.PRT.AKT,|försova sig|,|försova_sig..vbm.1|,|försova_sig..1:-1.000|,|föra..vb.1+sova..vb.1:2.161e-13|för..nn.1+sova..vb.1:2.685e-16|,|för+sov|,,02,04,MS
111,mig,PN.UTR.SIN.DEF.OBJ,|jag|försova sig:02|,|jag..pn.1|försova_sig..vbm.1:02|,|jag..1:-1.000|försova_sig..1:02:-1.000|,|,|,,03,02,OO
111,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,04,0,ROOT
111,kom,VB.PRT.AKT,|komma|,|komma..vb.1|,|komma..1:0.552|komma..3:0.448|,|,|,0,05,04,+F
111,försent,AB,|försent|,|försent..ab.1|,|försent..1:-1.000|,|föra..vb.1+sen..av.1:5.125e-13|för..nn.1+sen..av.1:1.161e-15|,|för+sent|,,06,07,CA
111,till,PP,|till|,|till..pp.1|,|till..1:-1.000|,|,|,,07,05,OA
111,mitt,PS.NEU.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,08,09,DT
111,möte,NN.NEU.SIN.IND.NOM,|möte|,|möte..nn.1|,|möte..1:-1.000|,|,|,0,09,07,PA
111,.,MAD,|,|,|,|,|,,10,04,IP
112,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,01,02,SS
112,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,02,0,ROOT
112,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,03,04,AA
112,frustrerande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|frustrera|,|frustrera..vb.1|,|frustrera..1:-1.000|,|,|,-1,04,02,SP
112,när,HA,|när|,|när..ab.1|,|när..1:0.904|nära..1:0.096|,|,|,,05,08,TA
112,internet,NN.NEU.SIN.IND.NOM,|internet|,|internet..nn.1|,|internet..1:-1.000|,|,|,0,06,08,SS
112,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,07,08,NA
