paragrafnummer,token,msd,lemma,lex,sense,complemgram,compwf,sentimentclass,deprel,sentimentval,category
88,batterier,NN.NEU.PLU.IND.NOM,|batteri|,|batteri..nn.1|,|batteri..1:0.998|batteri..2:0.002|,|,|,,OO,0,egna meningar
88,till,PP,|till|,|till..pp.1|,|till..1:-1.000|,|,|,,OA,0,egna meningar
88,fjärrkontrollen,NN.UTR.SIN.DEF.NOM,|fjärrkontroll|,|fjärrkontroll..nn.1|,|fjärrkontroll..1:-1.000|,|fjärr..sxc.1+kontroll..nn.2:1.062e-12|fjärr..nn.1+kontroll..nn.1:1.062e-12|fjärr..nn.1+kontroll..nn.2:1.062e-12|fjärr..sxc.1+kontroll..nn.1:1.062e-12|fjärrkontroll..nn.1+l..nn.1:2.877e-20|fjärr..nn.1+kon..nn.1+troll..nn.1:2.011e-20|fjärr..sxc.1+kon..nn.1+troll..nn.1:2.011e-20|fjärr..sxc.1+kona..nn.1+troll..nn.1:2.011e-20|fjärr..nn.1+kona..nn.1+troll..nn.1:2.011e-20|fjärr..sxc.1+kont..nn.1+roll..nn.2:8.841e-21|fjärr..nn.1+kont..nn.1+roll..nn.2:8.841e-21|fjärr..nn.1+kont..nn.1+roll..nn.1:8.841e-21|fjärr..sxc.1+kont..nn.1+roll..nn.1:8.841e-21|fjärr..sxc.1+kontroll..nn.2+l..nn.1:2.312e-26|fjärr..sxc.1+kontroll..nn.1+l..nn.1:2.312e-26|fjärr..nn.1+kontroll..nn.2+l..nn.1:2.312e-26|fjärr..nn.1+kontroll..nn.1+l..nn.1:2.312e-26|,|fjärr+kontrollen|fjärrkontroll+len|fjärr+kon+trollen|fjärr+kont+rollen|fjärr+kontroll+len|,,PA,0,egna meningar
88,.,MAD,|,|,|,|,|,,IP,0,egna meningar
89,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,0,egna meningar
89,planerar,VB.PRS.AKT,|planera|,|planera..vb.1|,|planera..1:-1.000|,|,|,neutral,ROOT,0,egna meningar
89,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,OO,0,egna meningar
89,besöka,VB.INF.AKT,|besöka|,|besöka..vb.1|,|besöka..1:-1.000|,|,|,neutral,IF,0,egna meningar
89,biblioteket,NN.NEU.SIN.DEF.NOM,|bibliotek|,|bibliotek..nn.1|,|bibliotek..1:-1.000|,|,|,neutral,OO,0,egna meningar
89,imorgon,AB,|imorgon|,|imorgon..ab.1|,|i_morgon..1:-1.000|,|,|,,TA,0,egna meningar
89,.,MAD,|,|,|,|,|,,IP,0,egna meningar
90,Min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,DT,0,egna meningar
90,mobiltelefon,NN.UTR.SIN.IND.NOM,|mobiltelefon|,|mobiltelefon..nn.1|,|mobiltelefon..1:-1.000|,|mobil..av.1+telefon..nn.1:4.105e-11|mo..nn.1+biltelefon..nn.1:2.210e-14|mobil..nn.1+telefon..nn.1:1.422e-18|mo..nn.1+bil..nn.1+telefon..nn.1:2.407e-16|mo..nn.1+bila..nn.1+telefon..nn.1:2.407e-16|mobil..av.1+tele..sxc.1+fon..nn.1:3.116e-20|mo..nn.1+bila..vb.1+telefon..nn.1:6.958e-28|mobil..nn.1+tele..sxc.1+fon..nn.1:4.126e-28|,|mobil+telefon|mo+biltelefon|mo+bil+telefon|mobil+tele+fon|,,SS,0,egna meningar
90,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.845|ha..3:0.155|,|,|,neutral,ROOT,0,egna meningar
90,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,DT,0,egna meningar
90,uppdatering,NN.UTR.SIN.IND.NOM,|uppdatering|,|uppdatering..nn.1|,|uppdatering..1:-1.000|,|upp..ab.1+datering..nn.1:1.714e-11|upp..ab.1+date..nn.1+ring..nn.2:1.230e-15|upp..ab.1+date..nn.1+ring..nn.1:1.230e-15|,|upp+datering|upp+date+ring|,,OO,0,egna meningar
90,som,HP.-.-.-,|,|,|,|,|,,SS,0,egna meningar
90,behöver,VB.PRS.AKT,|behöva|,|behöva..vb.1|,|behöva..1:-1.000|,|,|,neutral,ET,0,egna meningar
90,installeras,VB.INF.SFO,|installera|,|installera..vb.1|,|installera..2:0.657|installera..1:0.343|,|,|,,VG,0,egna meningar
90,.,MAD,|,|,|,|,|,,IP,0,egna meningar
91,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,0,egna meningar
91,ska,VB.PRS.AKT,|skola|,|skola..vb.2|,|skola..4:-1.000|,|,|,neutral,ROOT,0,egna meningar
91,lämna,VB.INF.AKT,|lämna|lämna tillbaka|,|lämna..vb.1|lämna_tillbaka..vbm.1|,|lämna..2:0.520|lämna..1:0.480|lämna_tillbaka..1:-1.000|,|,|,neutral,VG,0,egna meningar
91,tillbaka,PL,|tillbaka|lämna tillbaka:03|,|tillbaka..ab.1|lämna_tillbaka..vbm.1:03|,|tillbaka..1:-1.000|lämna_tillbaka..1:03:-1.000|,|,|,,PL,0,egna meningar
91,böckerna,NN.UTR.PLU.DEF.NOM,|bok|,|bok..nn.1|,|bok..1:-1.000|,|,|,neutral,OO,0,egna meningar
91,till,PP,|till|,|till..pp.1|,|till..1:-1.000|,|,|,,OP,0,egna meningar
91,biblioteket,NN.NEU.SIN.DEF.NOM,|bibliotek|,|bibliotek..nn.1|,|bibliotek..1:-1.000|,|,|,neutral,HD,0,egna meningar
91,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,TA,0,egna meningar
91,vägen,NN.UTR.SIN.DEF.NOM,|väg|,|väg..nn.1|,|väg..2:0.902|väg..1:0.098|,|,|,neutral,HD,0,egna meningar
91,hem,AB,|hem|,|hem..ab.1|,|hem..2:-1.000|,|,|,,HD,0,egna meningar
91,.,MAD,|,|,|,|,|,,IP,0,egna meningar
92,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,FS,0,egna meningar
92,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,neutral,ROOT,0,egna meningar
92,vanligt,JJ.POS.NEU.SIN.IND.NOM,|vanlig|,|vanlig..av.1|,|vanlig..1:-1.000|,|,|,neutral,SP,0,egna meningar
92,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,ES,0,egna meningar
92,det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,SS,0,egna meningar
92,regnar,VB.PRS.AKT,|regna|,|regna..vb.1|,|regna..1:0.956|regna..2:0.044|,|,|,,UA,0,egna meningar
92,mycket,AB.POS,|mycket|,|mycket..ab.1|,|mycket..1:0.953|mycket..2:0.047|,|,|,,CA,0,egna meningar
92,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,TA,0,egna meningar
92,april,NN.UTR.SIN.IND.NOM,|april|,|april..nn.1|,|april..1:-1.000|,|,|,neutral,PA,0,egna meningar
92,.,MAD,|,|,|,|,|,,IP,0,egna meningar
93,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,0,egna meningar
93,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.825|ha..3:0.175|,|,|,neutral,ROOT,0,egna meningar
93,tänkt,VB.SUP.AKT,|tänka|,|tänka..vb.1|,|tänka..1:-1.000|,|,|,neutral,VG,0,egna meningar
93,börja,VB.INF.AKT,|börja|,|börja..vb.1|börja..vb.2|,|börja..2:0.708|börja..1:0.292|,|,|,neutral,VG,0,egna meningar
93,lära,VB.INF.AKT,|lära|lära sig|,|lära..vb.1|lära_sig..vbm.1|,|lära..3:0.787|lära..1:0.213|lära_sig..1:-1.000|,|,|,neutral,OO,0,egna meningar
93,mig,PN.UTR.SIN.DEF.OBJ,|jag|lära sig:05|,|jag..pn.1|lära_sig..vbm.1:05|,|jag..1:-1.000|lära_sig..1:05:-1.000|,|,|,,IO,0,egna meningar
93,ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,DT,0,egna meningar
93,nytt,JJ.POS.NEU.SIN.IND.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,neutral,AT,0,egna meningar
93,språk,NN.NEU.SIN.IND.NOM,|språk|,|språk..nn.1|,|språk..1:-1.000|,|,|,neutral,OO,0,egna meningar
93,.,MAD,|,|,|,|,|,,IP,0,egna meningar
94,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,0,egna meningar
94,brukar,VB.PRS.AKT,|bruka|,|bruka..vb.1|,|bruka..2:0.730|bruka..3:0.167|bruka..1:0.102|,|,|,neutral,ROOT,0,egna meningar
94,ta,VB.INF.AKT,|ta|,|ta..vb.1|,|ta..2:0.496|ta..1:0.292|ta..3:0.162|ta..4:0.051|,|,|,neutral,OO,0,egna meningar
94,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,DT,0,egna meningar
94,promenad,NN.UTR.SIN.IND.NOM,|promenad|,|promenad..nn.1|,|promenad..1:-1.000|,|,|,,OO,0,egna meningar
94,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,ET,0,egna meningar
94,lunchen,NN.UTR.SIN.DEF.NOM,|lunch|,|lunch..nn.1|,|lunch..1:-1.000|,|,|,,PA,0,egna meningar
94,.,MAD,|,|,|,|,|,,IP,0,egna meningar
95,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,0,egna meningar
95,ska,VB.PRS.AKT,|skola|,|skola..vb.2|,|skola..4:-1.000|,|,|,neutral,ROOT,0,egna meningar
95,kolla,VB.INF.AKT,|kolla|,|kolla..vb.1|kolla..vb.2|,|kolla..2:0.890|kolla..1:0.110|,|koll..nn.2+lägga..vb.1:4.338e-11|koll..nn.1+lägga..vb.1:4.338e-11|kol..nn.1+lägga..vb.1:2.924e-12|kola_2..vb.1+lägga..vb.1:2.273e-21|kola..vb.1+lägga..vb.1:2.273e-21|,|koll+la|kol+la|,,VG,0,egna meningar
95,vädret,NN.NEU.SIN.DEF.NOM,|väder|,|väder..nn.1|,|väder..1:0.868|väder..2:0.081|väder..3:0.052|,|,|,neutral,OO,0,egna meningar
95,inför,PP,|inför|,|inför..pp.1|,|inför..1:-1.000|,|,|,,ET,0,egna meningar
95,helgen,NN.UTR.SIN.DEF.NOM,|helg|,|helg..nn.1|,|helg..1:-1.000|,|hel..av.1+gen..nn.1:3.432e-11|hela..nn.1+gen..nn.1:2.184e-13|hela..vb.1+gen..nn.1:7.208e-21|,|hel+gen|,neutral,PA,0,egna meningar
95,.,MAD,|,|,|,|,|,,IP,0,egna meningar
96,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,0,egna meningar
96,funderar,VB.PRS.AKT,|fundera|,|fundera..vb.1|,|fundera..1:-1.000|,|,|,neutral,ROOT,0,egna meningar
96,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,AA,0,egna meningar
96,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,PA,0,egna meningar
96,börja,VB.INF.AKT,|börja|,|börja..vb.1|börja..vb.2|,|börja..2:0.768|börja..1:0.232|,|,|,neutral,IF,0,egna meningar
96,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,OA,0,egna meningar
96,yoga,NN.UTR.SIN.IND.NOM,|yoga|,|yoga..nn.1|,|yoga..1:-1.000|,|,|,,PA,0,egna meningar
96,.,MAD,|,|,|,|,|,,IP,0,egna meningar
97,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,SS,0,egna meningar
97,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,neutral,ROOT,0,egna meningar
97,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,DT,0,egna meningar
97,ny,JJ.POS.UTR.SIN.IND.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,neutral,AT,0,egna meningar
97,kafé,NN.NEU.SIN.IND.NOM,|kafé|,|kafé..nn.1|,|kafé..1:-1.000|,|,|,,SP,0,egna meningar
97,som,HP.-.-.-,|,|,|,|,|,,SS,0,egna meningar
97,öppnat,VB.SUP.AKT,|öppna|,|öppna..vb.1|,|öppna..1:0.822|öppna..2:0.178|,|,|,neutral,ET,0,egna meningar
97,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,RA,0,egna meningar
97,grannskapet,NN.NEU.SIN.DEF.NOM,|grannskap|,|grannskap..nn.1|,|grannskap..1:-1.000|,|grann..nn.1+skap..nn.1:1.311e-12|granne..nn.1+skap..nn.1:1.311e-12|grann..av.1+skap..nn.1:4.873e-15|,|grann+skapet|grann+ska+pet|,,PA,0,egna meningar
97,.,MAD,|,|,|,|,|,,IP,0,egna meningar
98,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,0,egna meningar
98,ska,VB.PRS.AKT,|skola|,|skola..vb.2|,|skola..4:-1.000|,|,|,neutral,ROOT,0,egna meningar
98,ordna,VB.INF.AKT,|ordna|,|ordna..vb.1|,|ordna..1:0.884|ordna..2:0.116|,|,|,neutral,VG,0,egna meningar
98,med,PL,|med|,|med..ab.1|,|med..4:-1.000|,|,|,,PL,0,egna meningar
98,försäkringen,NN.UTR.SIN.DEF.NOM,|försäkring|,|försäkring..nn.1|,|försäkring..1:-1.000|,|föra..vb.1+säkring..nn.1:7.466e-14|för..nn.1+säkring..nn.1:1.555e-16|,|för+säkringen|,neutral,OO,0,egna meningar
98,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,ET,0,egna meningar
98,bilen,NN.UTR.SIN.DEF.NOM,|bil|,|bil..nn.1|,|bil..1:-1.000|,|bi..nn.1+l..nn.1:9.238e-20|bi..av.1+l..nn.1:2.855e-28|,|bi+len|,neutral,PA,0,egna meningar
98,.,MAD,|,|,|,|,|,,IP,0,egna meningar
99,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,0,egna meningar
99,tänker,VB.PRS.AKT,|tänka|,|tänka..vb.1|,|tänka..1:-1.000|,|,|,neutral,ROOT,0,egna meningar
99,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,OA,0,egna meningar
99,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,PA,0,egna meningar
99,byta,VB.INF.AKT,|byta|,|byta..vb.1|,|byta..1:-1.000|,|by..nn.1+ta..vb.1:1.923e-10|,|by+ta|,neutral,IF,0,egna meningar
99,jobb,NN.NEU.SIN.IND.NOM,|jobb|,|jobb..nn.1|,|jobb..1:0.978|jobb..2:0.022|,|,|,neutral,OO,0,egna meningar
99,nästa,JJ.POS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|nästa|,|nästa..av.1|,|nästa..1:-1.000|,|,|,neutral,DT,0,egna meningar
99,år,NN.NEU.SIN.IND.NOM,|år|,|år..nn.1|,|år..1:-1.000|,|,|,neutral,TA,0,egna meningar
99,.,MAD,|,|,|,|,|,,IP,0,egna meningar
100,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,0,egna meningar
100,missade,VB.PRT.AKT,|missa|,|missa..vb.1|,|missa..1:-1.000|,|misse..nn.1+säga..vb.1:7.056e-12|miss..nn.1+säga..vb.1:7.056e-12|miss..nn.2+säga..vb.1:7.056e-12|missa..vb.1+säga..vb.1:3.376e-21|,|miss+sade|,negative,MS,0,egna meningar
100,bussen,NN.UTR.SIN.DEF.NOM,|buss|,|buss..nn.1|,|buss..1:0.990|buss..2:0.005|buss..3:0.005|,|buss..nn.1+s..nn.1:8.535e-19|buse..nn.1+s..nn.1:2.049e-19|bus..nn.1+s..nn.1:2.049e-19|buss..av.1+s..nn.1:2.855e-28|busa..vb.1+s..nn.1:1.087e-28|bussa..vb.1+s..nn.1:1.087e-28|,|buss+sen|bus+sen|,neutral,OO,0,egna meningar
100,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,ROOT,0,egna meningar
100,måste,VB.PRS.AKT,|måste|,|måste..vb.1|,|måste..1:-1.000|,|,|,neutral,+F,0,egna meningar
100,vänta,VB.INF.AKT,|vänta|,|vänta..vb.1|,|vänta..1:0.993|vänta..2:0.007|,|vän..nn.1+ta..vb.1:8.584e-10|vän..av.1+ta..vb.1:7.377e-12|,|vän+ta|,neutral,VG,0,egna meningar
100,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,OA,0,egna meningar
100,nästa,JJ.POS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|nästa|,|nästa..av.1|,|nästa..1:-1.000|,|,|,neutral,PA,0,egna meningar
100,.,MAD,|,|,|,|,|,,IP,0,egna meningar
101,\,NN.UTR.SIN.DEF.NOM,|,|,|,|,|,,ROOT,-1,egna meningar
101,"""",PAD,|,|,|,|,|,,IR,-1,egna meningar
101,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,SS,-1,egna meningar
101,regnar,VB.PRS.AKT,|regna|,|regna..vb.1|,|regna..1:0.834|regna..2:0.166|,|,|,,ROOT,-1,egna meningar
101,igen,AB,|igen|,|igen..ab.1|igen..ab.2|,|igen..1:0.976|igen..2:0.024|,|,|,,AA,-1,egna meningar
102,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,-1,egna meningar
102,känner,VB.PRS.AKT,|känna|känna sig|,|känna..vb.1|känna..vb.2|känna_sig..vbm.1|,|känna..2:0.622|känna..1:0.285|känna..4:0.063|känna..3:0.030|känna_sig..1:-1.000|,|,|,neutral,ROOT,-1,egna meningar
102,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:02|,|jag..pn.1|känna_sig..vbm.1:02|,|jag..1:-1.000|känna_sig..1:02:-1.000|,|,|,,OO,-1,egna meningar
102,stressad,PC.PRF.UTR.SIN.IND.NOM,|stressad|,|stressad..av.1|,|stressad..1:-1.000|,|,|,negative,OP,-1,egna meningar
102,över,PP,|över|,|över..pp.1|,|över..1:-1.000|över..2:-1.000|,|,|,,OA,-1,egna meningar
102,allt,DT.NEU.SIN.IND+DEF,|all|,|all..pn.1|,|all..1:-1.000|,|,|,,DT,-1,egna meningar
102,arbete,NN.NEU.SIN.IND.NOM,|arbete|,|arbete..nn.1|,|arbete..1:0.720|arbete..2:0.280|,|ar..nn.1+bete..nn.2:5.704e-11|ar..nn.1+bete..nn.1:5.704e-11|,|ar+bete|,neutral,PA,-1,egna meningar
102,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,-1,egna meningar
102,har,VB.PRS.AKT,|ha|ha att göra|,|ha..vb.1|ha_att_göra..vbm.1|,|ha..1:0.759|ha..3:0.241|ha_att_göra..1:-1.000|ha_att_göra..2:-1.000|,|,|,neutral,ET,-1,egna meningar
102,att,IE,|att|ha att göra:09|,|att..sn.1|ha_att_göra..vbm.1:09|,|att..1:-1.000|ha_att_göra..1:09:-1.000|ha_att_göra..2:09:-1.000|,|,|,,OO,-1,egna meningar
102,göra,VB.INF.AKT,|göra|ha att göra:09|,|göra..vb.1|ha_att_göra..vbm.1:09|,|göra..1:0.816|göra..2:0.129|göra..3:0.056|ha_att_göra..1:09:-1.000|ha_att_göra..2:09:-1.000|,|,|,neutral,IF,-1,egna meningar
102,.,MAD,|,|,|,|,|,,IP,-1,egna meningar
103,\,NN.UTR.SIN.DEF.NOM,|,|,|,|,|,,SS,-1,egna meningar
103,"""",PAD,|,|,|,|,|,,IC,-1,egna meningar
103,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,-1,egna meningar
103,råkade,VB.PRT.AKT,|råka|,|råka..vb.1|,|råka..2:0.659|råka..1:0.341|,|,|,neutral,ROOT,-1,egna meningar
103,tappa,VB.INF.AKT,|tappa|,|tappa..vb.1|,|tappa..1:0.693|tappa..3:0.293|tappa..2:0.014|,|,|,negative,VG,-1,egna meningar
103,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,DT,-1,egna meningar
103,telefon,NN.UTR.SIN.IND.NOM,|telefon|,|telefon..nn.1|,|telefon..1:-1.000|,|tele..sxc.1+fon..nn.1:6.604e-14|te..nn.1+le..vb.1+fon..nn.1:1.521e-21|te..nn.1+le..av.1+fon..nn.1:1.436e-28|,|tele+fon|te+le+fon|,neutral,OO,-1,egna meningar
104,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,-1,egna meningar
104,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,neutral,ROOT,-1,egna meningar
104,besviken,JJ.POS.UTR.SIN.IND.NOM,|besviken|,|besviken..av.1|,|besviken..1:-1.000|,|,|,negative,SP,-1,egna meningar
104,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,OA,-1,egna meningar
104,hur,HA,|hur|,|hur..ab.1|,|hur..1:-1.000|,|,|,,AA,-1,egna meningar
104,filmen,NN.UTR.SIN.DEF.NOM,|film|,|film..nn.1|,|film..1:0.578|film..2:0.360|film..3:0.062|,|fil..nn.2+men..nn.2:3.986e-11|fil..nn.1+men..nn.2:3.986e-11|fil..nn.1+m..nn.1:3.986e-11|fil..nn.2+m..nn.1:3.986e-11|fil..nn.1+men..nn.1:3.986e-11|fil..nn.3+m..nn.1:3.986e-11|fil..nn.3+men..nn.2:3.986e-11|fil..nn.3+men..nn.1:3.986e-11|fil..nn.2+men..nn.1:3.986e-11|fila..vb.1+men..nn.1:1.027e-20|fila..vb.1+m..nn.1:1.027e-20|fila..vb.1+men..nn.2:1.027e-20|,|fil+men|,neutral,SS,-1,egna meningar
104,slutade,VB.PRT.AKT,|sluta|,|sluta..vb.1|sluta..vb.2|,|sluta..5:0.686|sluta..1:0.314|,|,|,neutral,PA,-1,egna meningar
104,.,MAD,|,|,|,|,|,,IP,-1,egna meningar
105,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,-1,egna meningar
105,vaknade,VB.PRT.AKT,|vakna|,|vakna..vb.1|,|vakna..1:-1.000|,|,|,neutral,ROOT,-1,egna meningar
105,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,+A,-1,egna meningar
105,huvudvärk,NN.UTR.SIN.IND.NOM,|huvudvärk|,|huvudvärk..nn.1|,|huvudvärk..1:-1.000|,|huvud..nn.1+värk..nn.1:4.048e-10|,|huvud+värk|,,HD,-1,egna meningar
105,denna,DT.UTR.SIN.DEF,|denna|,|denna..pn.1|,|denna..1:-1.000|,|,|,,DT,-1,egna meningar
105,morgon,NN.UTR.SIN.IND.NOM,|morgon|,|morgon..nn.1|,|morgon..1:-1.000|,|mor..nn.2+gon..nn.1:9.321e-12|mora..nn.1+gon..nn.1:9.321e-12|mor..nn.1+gon..nn.1:9.321e-12|,|mor+gon|,neutral,OO,-1,egna meningar
105,.,MAD,|,|,|,|,|,,IP,-1,egna meningar
106,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,SS,-1,egna meningar
106,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,neutral,ROOT,-1,egna meningar
106,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,DT,-1,egna meningar
106,lång,JJ.POS.UTR.SIN.IND.NOM,|lång|,|lång..av.1|,|lång..1:-1.000|,|,|,neutral,AT,-1,egna meningar
106,kö,NN.UTR.SIN.IND.NOM,|kö|,|kö..nn.1|,|kö..1:0.980|kö..3:0.017|kö..2:0.003|,|,|,neutral,SP,-1,egna meningar
106,vid,PP,|vid|,|vid..pp.1|,|vid..1:-1.000|,|,|,,ET,-1,egna meningar
106,kassan,NN.UTR.SIN.DEF.NOM,|kassa|,|kassa..nn.1|kassa..nn.2|,|kassa..2:0.774|kassa..1:0.226|,|,|,neutral,PA,-1,egna meningar
106,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,ET,-1,egna meningar
106,affären,NN.UTR.SIN.DEF.NOM,|affär|,|affär..nn.1|,|affär..2:0.555|affär..1:0.344|affär..3:0.052|affär..4:0.050|,|af..pm.1+fä..nn.1+r..nn.1:6.224e-26|af..pm.1+fä..nn.1+ren..nn.1:6.224e-26|,|af+fä+ren|,neutral,PA,-1,egna meningar
106,idag,AB,|idag|,|idag..ab.1|,|i_dag..1:-1.000|i_dag..2:-1.000|,|,|,,TA,-1,egna meningar
106,.,MAD,|,|,|,|,|,,IP,-1,egna meningar
107,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,-1,egna meningar
107,känner,VB.PRS.AKT,|känna|känna sig|,|känna..vb.1|känna..vb.2|känna_sig..vbm.1|,|känna..1:0.466|känna..2:0.416|känna..4:0.095|känna..3:0.023|känna_sig..1:-1.000|,|,|,neutral,ROOT,-1,egna meningar
107,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:2|,|jag..pn.1|känna_sig..vbm.1:2|,|jag..1:-1.000|känna_sig..1:2:-1.000|,|,|,,OO,-1,egna meningar
107,ensam,JJ.POS.UTR.SIN.IND.NOM,|ensam|,|ensam..av.1|,|ensam..1:-1.000|,|,|,neutral,OP,-1,egna meningar
107,ibland,AB,|ibland|,|ibland..ab.1|,|ibland..1:-1.000|,|,|,,TA,-1,egna meningar
107,.,MAD,|,|,|,|,|,,IP,-1,egna meningar
108,Maten,NN.UTR.SIN.DEF.NOM,|mat|,|mat..nn.1|,|mat..1:-1.000|,|,|,neutral,SS,-1,egna meningar
108,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,-1,egna meningar
108,beställde,VB.PRT.AKT,|beställa|,|beställa..vb.1|beställa..vb.2|,|beställa..1:0.906|beställa..2:0.094|,|,|,,ROOT,-1,egna meningar
108,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,neutral,OO,-1,egna meningar
108,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,,-1,egna meningar
108,alls,AB,|alls|,|alls..ab.1|,|alls..1:-1.000|,|,|,,+F,-1,egna meningar
108,som,HA,|som|,|som..ab.1|,|som..3:-1.000|,|,|,,KA,-1,egna meningar
108,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,-1,egna meningar
108,förväntade,VB.PRT.AKT,|förvänta|förvänta sig|,|förvänta..vb.1|förvänta_sig..vbm.1|,|förvänta..1:-1.000|,|föra..vb.1+vänta..vb.1:1.131e-13|för..nn.1+vänta..vb.1:1.406e-16|,|för+väntade|,neutral,UA,-1,egna meningar
