paragrafnummer,token,msd,lemma,lex,sense,complemgram,compwf,sentimentclass,ref,dephead,deprel,sentimentval,category
61,över,PP,|över|,|över..pp.1|,|över..1:-1.000|över..2:-1.000|,|,|,,2,1,ET,1,egna meningar
61,havet,NN.NEU.SIN.DEF.NOM,|hav|,|hav..nn.1|hav..nn.2|,|hav..1:0.997|hav..2:0.003|,|,|,0.0,3,2,PA,1,egna meningar
61,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,4,0,ROOT,1,egna meningar
61,helt,AB.POS,|hel|helt|,|hel..av.1|helt..ab.1|,|hel..1:0.679|hel..2:0.321|helt..1:0.000|,|,|,0.0,5,6,AA,1,egna meningar
61,andlös,JJ.POS.UTR.SIN.IND.NOM,|andlös|,|andlös..av.1|,|andlös..1:-1.000|,|,|,,6,4,SP,1,egna meningar
61,.,MAD,|,|,|,|,|,,7,4,IP,1,egna meningar
62,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,1,egna meningar
62,känner,VB.PRS.AKT,|känna|känna sig|,|känna..vb.1|känna..vb.2|känna_sig..vbm.1|,|känna..2:0.459|känna..1:0.414|känna..4:0.111|känna..3:0.017|känna_sig..1:-1.000|,|,|,0.0,2,0,ROOT,1,egna meningar
62,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:02|,|jag..pn.1|känna_sig..vbm.1:02|,|jag..1:-1.000|känna_sig..1:02:-1.000|,|,|,,3,2,OO,1,egna meningar
62,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,4,5,AA,1,egna meningar
62,lycklig,JJ.POS.UTR.SIN.IND.NOM,|lycklig|,|lycklig..av.1|,|lycklig..1:-1.000|,|,|,1.0,5,2,OP,1,egna meningar
62,när,HA,|när|,|när..ab.1|,|när..1:0.685|nära..1:0.315|,|,|,,6,8,TA,1,egna meningar
62,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,7,8,SS,1,egna meningar
62,tillbringar,VB.PRS.AKT,|tillbringa|,|tillbringa..vb.1|,|tillbringa..1:-1.000|,|till..ab.1+bringa..vb.1:1.270e-11|,|till+bringar|,0.0,8,2,TA,1,egna meningar
62,tid,NN.UTR.SIN.IND.NOM,|tid|,|tid..nn.1|,|tid..1:-1.000|,|,|,0.0,9,8,OO,1,egna meningar
62,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,10,8,OA,1,egna meningar
62,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,11,12,DT,1,egna meningar
62,familj,NN.UTR.SIN.IND.NOM,|familj|,|familj..nn.1|,|familj..1:0.998|familj..2:0.002|,|,|,0.0,12,10,PA,1,egna meningar
62,.,MAD,|,|,|,|,|,,13,2,IP,1,egna meningar
63,Den,DT.UTR.SIN.DEF,|en|den|den där|,|en..al.1|den..pn.1|den_där..pnm.1|,|den..1:-1.000|en..2:-1.000|den..2:-1.000|den_där..1:-1.000|,|,|,,1,3,DT,1,egna meningar
63,där,AB,|där|den där:01|,|där..ab.1|den_där..pnm.1:01|,|där..1:-1.000|den_där..1:01:-1.000|,|,|,,2,1,HD,1,egna meningar
63,kakan,NN.UTR.SIN.DEF.NOM,|kaka|,|kaka..nn.1|,|kaka..1:-1.000|,|,|,,3,4,SS,1,egna meningar
63,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,4,0,ROOT,1,egna meningar
63,verkligen,AB,|verkligen|,|verkligen..ab.1|,|verkligen..1:-1.000|,|,|,,5,6,AA,1,egna meningar
63,utsökt,PC.PRF.UTR.SIN.IND.NOM,|utsöka|utsökt|,|utsöka..vb.1|utsökt..av.1|,|utsöka..1:0.518|utsökt..1:0.482|,|ut..ab.1+söka..vb.1:3.012e-09|ut..ab.1+sökt..av.1:2.023e-11|,|ut+sökt|,-1.0,6,4,SP,1,egna meningar
63,",",MID,|,|,|,|,|,,7,4,IK,1,egna meningar
63,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,8,9,SS,1,egna meningar
63,måste,VB.PRS.AKT,|måste|,|måste..vb.1|,|måste..1:-1.000|,|,|,0.0,9,4,MS,1,egna meningar
63,be,VB.INF.AKT,|be|,|be..vb.1|,|be..1:0.996|be..2:0.004|,|,|,0.0,10,9,VG,1,egna meningar
63,om,PP,|om|,|om..pp.1|,|om..1:-1.000|om..5:-1.000|,|,|,,11,10,OA,1,egna meningar
63,receptet,NN.NEU.SIN.DEF.NOM,|recept|,|recept..nn.1|,|recept..1:0.950|recept..3:0.019|recept..4:0.016|recept..2:0.015|,|,|,,12,11,PA,1,egna meningar
63,.,MAD,|,|,|,|,|,,13,4,IP,1,egna meningar
64,Efter,PP,|efter|,|efter..pp.1|,|efter..1:-1.000|efter..2:-1.000|,|,|,,1,5,TA,1,egna meningar
64,mycket,AB.POS,|mycket|,|mycket..ab.1|,|mycket..1:0.958|mycket..2:0.042|,|,|,,2,3,AA,1,egna meningar
64,hårt,JJ.POS.NEU.SIN.IND.NOM,|hård|,|hård..av.1|,|hård..1:0.961|hård..3:0.034|hård..4:0.003|hård..2:0.002|,|,|,0.0,3,4,AT,1,egna meningar
64,arbete,NN.NEU.SIN.IND.NOM,|arbete|,|arbete..nn.1|,|arbete..1:0.931|arbete..2:0.069|,|ar..nn.1+bete..nn.2:5.704e-11|ar..nn.1+bete..nn.1:5.704e-11|,|ar+bete|,0.0,4,1,PA,1,egna meningar
64,fick,VB.PRT.AKT,|få|,|få..vb.1|,|få..1:0.914|få..3:0.086|,|,|,1.0,5,0,ROOT,1,egna meningar
64,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,6,5,SS,1,egna meningar
64,äntligen,AB,|äntligen|,|äntligen..ab.1|,|äntligen..1:-1.000|,|,|,,7,5,AA,1,egna meningar
64,befordran,NN.UTR.SIN.IND.NOM,|befordran|,|befordran..nn.1|,|befordran..1:0.888|befordran..2:0.112|,|,|,,8,5,OO,1,egna meningar
64,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,9,10,SS,1,egna meningar
64,drömt,VB.SUP.AKT,|drömma|,|drömma..vb.1|,|drömma..2:0.859|drömma..1:0.141|,|,|,1.0,10,8,ET,1,egna meningar
64,om,PL,|om|,|om..ab.1|,|om..4:-1.000|,|,|,,11,10,PL,1,egna meningar
64,.,MAD,|,|,|,|,|,,12,5,IP,1,egna meningar
65,Att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,1,5,SS,1,egna meningar
65,höra,VB.INF.AKT,|höra|,|höra..vb.1|,|höra..1:0.652|höra..3:0.226|höra..2:0.062|höra..4:0.057|höra..5:0.003|,|,|,0.0,2,1,IF,1,egna meningar
65,ditt,PS.NEU.SIN.DEF,|du|,|du..pn.1|,|du..1:-1.000|,|,|,,3,4,DT,1,egna meningar
65,skratt,NN.NEU.SIN.IND.NOM,|skratt|,|skratt..nn.1|,|skratt..1:-1.000|,|,|,1.0,4,2,OO,1,egna meningar
65,gör,VB.PRS.AKT,|göra|,|göra..vb.1|,|göra..1:0.898|göra..2:0.067|göra..3:0.035|,|,|,0.0,5,0,ROOT,1,egna meningar
65,alltid,AB,|alltid|,|alltid..ab.1|,|alltid..1:-1.000|,|,|,,6,5,TA,1,egna meningar
65,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,7,8,DT,1,egna meningar
65,dag,NN.UTR.SIN.IND.NOM,|dag|,|dag..nn.1|,|dag..1:0.758|dag..2:0.242|,|,|,0.0,8,5,OO,1,egna meningar
65,bättre,AB.KOM,|bra|god|,|bra..ab.1|bra..av.1|god..av.1|,|bra..1:0.415|bra..3:0.193|god..1:0.193|god..3:0.092|bra..5:0.062|god..2:0.045|,|,|,,9,5,AA,1,egna meningar
65,.,MAD,|,|,|,|,|,,10,5,IP,1,egna meningar
66,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,1,egna meningar
66,fick,VB.PRT.AKT,|få|,|få..vb.1|,|få..1:0.913|få..3:0.087|,|,|,1.0,2,0,ROOT,1,egna meningar
66,ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,3,6,DT,1,egna meningar
66,mycket,AB.POS,|mycket|,|mycket..ab.1|,|mycket..1:0.832|mycket..2:0.168|,|,|,,4,5,AA,1,egna meningar
66,uppskattande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|uppskatta|,|uppskatta..vb.1|,|uppskatta..2:0.807|uppskatta..1:0.193|,|upp..ab.1+skatta..vb.1:5.809e-19|upp..ab.1+skatta..vb.2:5.809e-19|,|upp+skattande|,1.0,5,6,AT,1,egna meningar
66,e-postmeddelande,NN.NEU.SIN.IND.NOM,|e-postmeddelande|,|e-postmeddelande..nn.1|,|e-postmeddelande..1:-1.000|,|e-post..nn.1+meddelande..nn.1:2.957e-11|e..nn.1+post..nn.2+meddelande..nn.1:7.004e-18|e..nna.1+post..nn.1+meddelande..nn.1:7.004e-18|e..nn.1+post..sxc.1+meddelande..nn.1:7.004e-18|e..nn.1+post..nn.1+meddelande..nn.1:7.004e-18|e..nna.1+post..nn.2+meddelande..nn.1:7.004e-18|e..nna.1+post..sxc.1+meddelande..nn.1:7.004e-18|e-post..nn.1+mede..nn.1+delande..nn.1:6.390e-28|,|e-post+meddelande|e-+post+meddelande|e-post+med+delande|,,6,2,OO,1,egna meningar
66,från,PP,|från|,|från..pp.1|,|från..1:-1.000|,|,|,,7,2,RA,1,egna meningar
66,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,8,9,DT,1,egna meningar
66,chef,NN.UTR.SIN.IND.NOM,|chef|,|chef..nn.1|,|chef..1:-1.000|,|,|,0.0,9,7,PA,1,egna meningar
66,idag,AB,|idag|,|idag..ab.1|,|i_dag..1:-1.000|i_dag..2:-1.000|,|,|,,10,2,TA,1,egna meningar
66,.,MAD,|,|,|,|,|,,11,2,IP,1,egna meningar
67,Vi,PN.UTR.PLU.DEF.SUB,|vi|,|vi..pn.1|,|vi..1:-1.000|,|,|,,1,2,SS,1,egna meningar
67,hade,VB.PRT.AKT,|ha|,|ha..vb.1|,|ha..1:0.921|ha..3:0.079|,|,|,0.0,2,0,ROOT,1,egna meningar
67,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,3,5,DT,1,egna meningar
67,fantastisk,JJ.POS.UTR.SIN.IND.NOM,|fantastisk|,|fantastisk..av.1|,|fantastisk..1:-1.000|,|,|,1.0,4,5,AT,1,egna meningar
67,semester,NN.UTR.SIN.IND.NOM,|semester|,|semester..nn.1|,|semester..1:-1.000|,|,|,0.0,5,6,CJ,1,egna meningar
67,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,6,2,OO,1,egna meningar
67,skapade,PC.PRF.UTR+NEU.PLU.IND+DEF.NOM,|skapa|skapad|,|skapa..vb.1|skapad..av.1|,|skapa..1:1.000|skapad..1:0.000|,|,|,0.0,7,8,AT,1,egna meningar
67,minnen,NN.NEU.PLU.IND.NOM,|minne|,|minne..nn.1|,|minne..4:0.617|minne..1:0.262|minne..2:0.098|minne..3:0.024|,|min..nn.1+n..nn.1:9.675e-11|mina..nn.1+n..nn.1:9.675e-11|mina..nn.1+nen..nn.1:9.675e-11|min..nn.1+nen..nn.1:9.675e-11|minna..vb.1+nen..nn.1:9.244e-15|minna..vb.1+n..nn.1:9.244e-15|,|min+nen|minn+nen|,0.0,8,6,CJ,1,egna meningar
67,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,9,2,OA,1,egna meningar
67,livet,NN.NEU.SIN.DEF.NOM,|liv|,|liv..nn.1|,|liv..1:0.872|liv..6:0.056|liv..2:0.032|liv..5:0.022|liv..3:0.009|liv..4:0.009|,|,|,0.0,10,9,PA,1,egna meningar
67,.,MAD,|,|,|,|,|,,11,2,IP,1,egna meningar
68,Att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,1,6,SS,1,egna meningar
68,lyckas,VB.INF.SFO,|lyckas|,|lyckas..vb.1|,|lyckas..1:-1.000|,|,|,1.0,2,1,IF,1,egna meningar
68,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,3,2,OA,1,egna meningar
68,mitt,PS.NEU.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,4,5,DT,1,egna meningar
68,projekt,NN.NEU.SIN.IND.NOM,|projekt|,|projekt..nn.1|,|projekt..1:-1.000|,|,|,0.0,5,3,PA,1,egna meningar
68,gav,VB.PRT.AKT,|ge|ge sig|,|ge..vb.1|ge_sig..vbm.1|,|ge..1:0.763|givas..1:0.237|ge_sig..1:-1.000|ge_sig..2:-1.000|ge_sig..3:-1.000|ge_sig..4:-1.000|ge_sig..5:-1.000|,|,|,0.0,6,0,ROOT,1,egna meningar
68,mig,PN.UTR.SIN.DEF.OBJ,|jag|ge sig:06|,|jag..pn.1|ge_sig..vbm.1:06|,|jag..1:-1.000|ge_sig..1:06:-1.000|ge_sig..2:06:-1.000|ge_sig..3:06:-1.000|ge_sig..4:06:-1.000|ge_sig..5:06:-1.000|,|,|,,7,6,IO,1,egna meningar
68,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,8,10,DT,1,egna meningar
68,enorm,JJ.POS.UTR.SIN.IND.NOM,|enorm|,|enorm..av.1|,|enorm..1:-1.000|,|,|,0.0,9,10,AT,1,egna meningar
68,tillfredsställelse,NN.UTR.SIN.IND.NOM,|tillfredsställelse|,|tillfredsställelse..nn.1|,|tillfredsställelse..1:-1.000|,|,|,1.0,10,6,OO,1,egna meningar
68,.,MAD,|,|,|,|,|,,11,6,IP,1,egna meningar
69,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,1,egna meningar
69,älskar,VB.PRS.AKT,|älska|,|älska..vb.1|älska..vb.2|,|älska..1:0.993|älska..2:0.007|,|,|,1.0,2,0,ROOT,1,egna meningar
69,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,3,2,SP,1,egna meningar
69,se,VB.INF.AKT,|se|,|se..vb.1|,|se..1:0.269|se..5:0.261|se..2:0.245|se..4:0.118|ses..1:0.078|se..3:0.024|se..6:0.005|,|,|,0.0,4,3,IF,1,egna meningar
69,blommorna,NN.UTR.PLU.DEF.NOM,|blomma|,|blomma..nn.1|,|blomma..1:-1.000|,|,|,0.0,5,9,OO,1,egna meningar
69,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,6,9,SS,1,egna meningar
69,planterade,PC.PRF.UTR+NEU.PLU.IND+DEF.NOM,|plantera|,|plantera..vb.1|,|plantera..1:-1.000|,|,|,,7,9,SS,1,egna meningar
69,växa,VB.INF.AKT,|växa|,|växa..vb.1|,|växa..1:0.596|växa..2:0.403|växa..3:0.000|,|,|,0.0,8,9,CJ,1,egna meningar
69,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,9,4,OO,1,egna meningar
69,blomstra,VB.INF.AKT,|blomstra|,|blomstra..vb.1|,|blomstra..1:-1.000|,|,|,,10,9,CJ,1,egna meningar
69,.,MAD,|,|,|,|,|,,11,2,IP,1,egna meningar
70,Ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,1,3,DT,1,egna meningar
70,spontant,JJ.POS.NEU.SIN.IND.NOM,|spontan|,|spontan..av.1|spontan..av.2|,|spontan..1:0.993|spontan..2:0.007|,|,|,,2,3,AT,1,egna meningar
70,cafébesök,NN.NEU.SIN.IND.NOM,|cafébesök|,|,|,|café..nn.1+besök..nn.1:2.182e-18|,|café+besök|,,3,7,SS,1,egna meningar
70,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,4,3,ET,1,egna meningar
70,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,5,6,DT,1,egna meningar
70,vän,NN.UTR.SIN.IND.NOM,|vän|,|vän..nn.1|,|vän..1:-1.000|,|,|,1.0,6,4,PA,1,egna meningar
70,gjorde,VB.PRT.AKT,|göra|,|göra..vb.1|,|göra..1:0.747|göra..2:0.175|göra..3:0.078|,|,|,0.0,7,0,ROOT,1,egna meningar
70,hela,JJ.POS.UTR+NEU.SIN.DEF.NOM,|hel|,|hel..av.1|,|hel..1:0.846|hel..2:0.154|,|,|,0.0,8,10,DT,1,egna meningar
70,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,9,10,DT,1,egna meningar
70,vecka,NN.UTR.SIN.IND.NOM,|vecka|,|vecka..nn.1|,|vecka..1:-1.000|,|,|,0.0,10,7,OO,1,egna meningar
70,.,MAD,|,|,|,|,|,,11,7,IP,1,egna meningar
71,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,1,egna meningar
71,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,0,ROOT,1,egna meningar
71,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,3,4,AA,1,egna meningar
71,tacksam,JJ.POS.UTR.SIN.IND.NOM,|tacksam|,|tacksam..av.1|,|tacksam..1:0.990|tacksam..2:0.010|,|,|,1.0,4,2,SP,1,egna meningar
71,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,5,2,OA,1,egna meningar
71,allt,DT.NEU.SIN.IND+DEF,|all|,|all..pn.1|,|all..1:-1.000|,|,|,,6,7,DT,1,egna meningar
71,stöd,NN.NEU.SIN.IND.NOM,|stöd|,|stöd..nn.1|,|stöd..1:0.672|stöd..2:0.328|,|,|,1.0,7,5,PA,1,egna meningar
71,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,8,9,SS,1,egna meningar
71,får,VB.PRS.AKT,|få|,|få..vb.1|,|få..1:0.929|få..3:0.071|,|,|,1.0,9,7,ET,1,egna meningar
71,från,PP,|från|,|från..pp.1|,|från..1:-1.000|,|,|,,10,9,OA,1,egna meningar
71,mina,PS.UTR+NEU.PLU.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,11,12,DT,1,egna meningar
71,vänner,NN.UTR.PLU.IND.NOM,|vän|,|vän..nn.1|,|vän..1:-1.000|,|,|,1.0,12,10,PA,1,egna meningar
71,.,MAD,|,|,|,|,|,,13,2,IP,1,egna meningar
72,Att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,1,7,SS,1,egna meningar
72,jogga,VB.INF.AKT,|jogga|,|jogga..vb.1|,|jogga..1:-1.000|,|,|,,2,1,IF,1,egna meningar
72,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,3,2,AA,1,egna meningar
72,parken,NN.UTR.SIN.DEF.NOM,|park|,|park..nn.1|,|park..1:-1.000|,|,|,0.0,4,3,HD,1,egna meningar
72,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,5,2,RA,1,egna meningar
72,morgonen,NN.UTR.SIN.DEF.NOM,|morgon|,|morgon..nn.1|,|morgon..1:-1.000|,|mora..nn.1+gon..nn.1:1.371e-13|mor..nn.2+gon..nn.1:1.371e-13|mor..nn.1+gon..nn.1:1.371e-13|mora..nn.1+go..nn.2+nen..nn.1:2.522e-25|mor..nn.1+go..nn.2+nen..nn.1:2.522e-25|mor..nn.2+go..nn.1+n..nn.1:2.522e-25|mor..nn.2+go..nn.2+n..nn.1:2.522e-25|mor..nn.2+go..nn.1+nen..nn.1:2.522e-25|mor..nn.2+go..nn.2+nen..nn.1:2.522e-25|mor..nn.1+go..nn.1+n..nn.1:2.522e-25|mor..nn.1+go..nn.2+n..nn.1:2.522e-25|mora..nn.1+go..nn.1+n..nn.1:2.522e-25|mor..nn.1+go..nn.1+nen..nn.1:2.522e-25|mora..nn.1+go..nn.2+n..nn.1:2.522e-25|mora..nn.1+go..nn.1+nen..nn.1:2.522e-25|mor..nn.2+go..av.1+n..nn.1:9.768e-27|mor..nn.2+go..av.1+nen..nn.1:9.768e-27|mora..nn.1+go..av.1+nen..nn.1:9.768e-27|mor..nn.1+go..av.1+n..nn.1:9.768e-27|mor..nn.1+go..av.1+nen..nn.1:9.768e-27|mora..nn.1+go..av.1+n..nn.1:9.768e-27|,|mor+gonen|mor+go+nen|,0.0,6,5,PA,1,egna meningar
72,ger,VB.PRS.AKT,|ge|ge sig|,|ge..vb.1|ge_sig..vbm.1|,|ge..1:0.565|givas..1:0.435|ge_sig..1:-1.000|ge_sig..2:-1.000|ge_sig..3:-1.000|ge_sig..4:-1.000|ge_sig..5:-1.000|,|,|,0.0,7,0,ROOT,1,egna meningar
72,mig,PN.UTR.SIN.DEF.OBJ,|jag|ge sig:07|,|jag..pn.1|ge_sig..vbm.1:07|,|jag..1:-1.000|ge_sig..1:07:-1.000|ge_sig..2:07:-1.000|ge_sig..3:07:-1.000|ge_sig..4:07:-1.000|ge_sig..5:07:-1.000|,|,|,,8,7,IO,1,egna meningar
72,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,9,10,AA,1,egna meningar
72,mycket,JJ.POS.NEU.SIN.IND.NOM,|,|,|,|,|,,10,11,DT,1,egna meningar
72,energi,NN.UTR.SIN.IND.NOM,|energi|,|energi..nn.1|,|energi..1:-1.000|,|,|,0.0,11,7,OO,1,egna meningar
72,.,MAD,|,|,|,|,|,,12,7,IP,1,egna meningar
73,Den,DT.UTR.SIN.DEF,|en|den|,|en..al.1|den..pn.1|,|den..1:-1.000|en..2:-1.000|den..2:-1.000|,|,|,,1,3,DT,1,egna meningar
73,nya,JJ.POS.UTR+NEU.SIN.DEF.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,0.0,2,3,AT,1,egna meningar
73,boken,NN.UTR.SIN.DEF.NOM,|bok|,|bok..nn.1|bok..nn.2|,|bok..1:0.989|bok..2:0.011|,|,|,0.0,3,6,SS,1,egna meningar
73,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,4,5,SS,1,egna meningar
73,började,VB.PRT.AKT,|börja|,|börja..vb.1|börja..vb.2|,|börja..2:0.727|börja..1:0.273|,|,|,0.0,5,3,ET,1,egna meningar
73,läsa,VB.INF.AKT,|läsa|,|läsa..vb.1|,|läsa..1:0.972|läsa..2:0.028|,|lä..nn.1+säga..vb.1:7.108e-12|,|lä+sa|,0.0,6,0,ROOT,1,egna meningar
73,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,7,6,VS,1,egna meningar
73,helt,AB.POS,|hel|helt|,|hel..av.1|helt..ab.1|,|hel..1:0.888|hel..2:0.112|helt..1:0.000|,|,|,0.0,8,9,AA,1,egna meningar
73,fängslande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|fängsla|fängslande|,|fängsla..vb.1|fängslande..av.1|,|fängsla..2:0.606|fängslande..1:0.336|fängsla..1:0.058|,|,|,1.0,9,7,SP,1,egna meningar
73,.,MAD,|,|,|,|,|,,10,6,IP,1,egna meningar
74,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,1,egna meningar
74,kände,VB.PRT.AKT,|känna|känna sig|,|känna..vb.1|känna_sig..vbm.1|,|känna..1:0.969|känna..3:0.031|känna_sig..1:-1.000|,|,|,0.0,2,0,ROOT,1,egna meningar
74,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:02|,|jag..pn.1|känna_sig..vbm.1:02|,|jag..1:-1.000|känna_sig..1:02:-1.000|,|,|,,3,2,OO,1,egna meningar
74,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,4,5,AA,1,egna meningar
74,stolt,JJ.POS.UTR.SIN.IND.NOM,|stolt|,|stolt..av.1|,|stolt..1:-1.000|,|,|,1.0,5,2,OP,1,egna meningar
74,när,HA,|när|,|när..ab.1|,|när..1:0.747|nära..1:0.253|,|,|,,6,8,TA,1,egna meningar
74,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,7,8,SS,1,egna meningar
74,klarade,VB.PRT.AKT,|klara|,|klara..vb.1|klara..vb.2|,|klara..1:0.977|klara..2:0.017|klara..3:0.006|,|,|,1.0,8,2,TA,1,egna meningar
74,den,DT.UTR.SIN.DEF,|en|den|,|en..al.1|den..pn.1|,|den..1:-1.000|en..2:-1.000|den..2:-1.000|,|,|,,9,11,DT,1,egna meningar
74,svåra,JJ.POS.UTR+NEU.SIN.DEF.NOM,|svår|,|svår..av.1|,|svår..1:0.967|svår..2:0.033|,|,|,-1.0,10,11,AT,1,egna meningar
74,tentan,NN.UTR.SIN.DEF.NOM,|tenta|,|tenta..nn.1|,|tenta..1:-1.000|,|,|,,11,8,OO,1,egna meningar
74,.,MAD,|,|,|,|,|,,12,2,IP,1,egna meningar
75,Att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,1,0,ROOT,1,egna meningar
75,hitta,VB.INF.AKT,|hitta|,|hitta..vb.1|,|hitta..1:-1.000|,|hit..ab.1+ta..vb.1:8.468e-09|hit..nn.1+ta..vb.1:5.819e-12|,|hit+ta|,0.0,2,9,AA,1,egna meningar
75,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,3,5,DT,1,egna meningar
75,gammal,JJ.POS.UTR.SIN.IND.NOM,|gammal|,|gammal..av.1|,|gammal..1:-1.000|,|,|,0.0,4,5,AT,1,egna meningar
75,vän,NN.UTR.SIN.IND.NOM,|vän|,|vän..nn.1|,|vän..1:-1.000|,|,|,1.0,5,2,OO,1,egna meningar
75,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,6,5,ET,1,egna meningar
75,sociala,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|social|,|social..av.1|,|social..1:0.508|social..2:0.492|,|,|,0.0,7,8,AT,1,egna meningar
75,medier,NN.NEU.PLU.IND.NOM,|medium|,|medium..nn.1|medium..nn.2|,|medium..3:0.424|medium..1:0.307|medium..5:0.139|medium..2:0.087|medium..4:0.043|,|,|,0.0,8,6,PA,1,egna meningar
75,värmde,VB.PRT.AKT,|värma|,|värma..vb.1|,|värma..1:-1.000|,|,|,,9,1,IF,1,egna meningar
75,mitt,PS.NEU.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,10,11,DT,1,egna meningar
75,hjärta,NN.NEU.SIN.IND.NOM,|hjärta|,|hjärta..nn.1|,|hjärta..1:0.787|hjärta..2:0.213|,|,|,0.0,11,9,OO,1,egna meningar
75,.,MAD,|,|,|,|,|,,12,1,IP,1,egna meningar
76,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,1,egna meningar
